creator_name,YT_Title,YT_id,YT_Username,Facebook_Username,Instagram handle,TikTok_Username,AdWords Placement,YT_content_owner,country,industry,property,Content Genre,themes,YT_category,Facebook_category,Twitch_URL,TikTok_URL,Tubular_Profile_URL,Feb_2024_YouTube_V30,Feb_2024_Facebook_V30,Feb_2024_Instagram_V30,Feb_2024_TikTok_V30,Feb_2024_YouTube_ER30,Feb_2024_Facebook_ER30,Feb_2024_Instagram_ER30,Feb_2024_TikTok_ER30,Feb_2024_YouTube_E30,Feb_2024_Facebook_E30,Feb_2024_Instagram_E30,Feb_2024_TikTok_E30,YT_Current_All_Time_Subscribers,Facebook_Current_All_Time_Followers,Instagram_Current_All_Time_Followers,Twitter_Current_All_Time_Followers,Twitch_Current_All_Time_Followers,TikTok_Current_All_Time_Followers,YT_Current_All_Time_Views,Facebook_Current_All_Time_Views,Instagram_Current_All_Time_Views,Twitter_Current_All_Time_Views,Twitch_Current_All_Time_Views,YT_Current_All_Time_Engagements,Facebook_Current_All_Time_Engagements,Instagram_Current_All_Time_Engagements,Twitter_Current_All_Time_Engagements,YT_Total_Uploads,Facebook_Total_Uploads,Instagram_Total_Uploads,Twitter_Total_Uploads,TikTok_Total_Uploads,30d_YT_Subscribers,30d_Facebook_Followers,30d_Instagram_Followers,30d_Twitter_Followers,30d_Twitch_Followers,30d_TikTok_Followers,Feb_2024_YT_Subscribers_Growth,Feb_2024_Facebook_Followers_Growth,Feb_2024_Instagram_Followers_Growth,Feb_2024_Twitter_Followers_Growth,Feb_2024_Twitch_Followers_Growth,Feb_2024_TikTok_Followers_Growth,Feb_2024_YT_Views,Feb_2024_Facebook_Views,Feb_2024_Instagram_Views,Feb_2024_Twitter_Views,Feb_2024_TikTok_Views,Feb_2024_YT_Views_Growth,Feb_2024_Facebook_Views_Growth,Feb_2024_Instagram_Views_Growth,Feb_2024_Twitter_Views_Growth,Feb_2024_TikTok_Views_Growth,Feb_2024_YT_Engagements,Feb_2024_Facebook_Engagements,Feb_2024_Instagram_Engagements,Feb_2024_Twitter_Engagements,Feb_2024_TikTok_Engagements,Feb_2024_YT_Engagements_Growth,Feb_2024_Facebook_Engagements_Growth,Feb_2024_Instagram_Engagements_Growth,Feb_2024_Twitter_Engagements_Growth,Feb_2024_TikTok_Engagements_Growth,influencer score,YT_last_upload_date,YT_%_30_days_sub_growth,Facebook_%_30_days_Followers_Growth,Instagram_%_30_days_Followers_Growth,Twitter_%_30_days_Followers_Growth,Twitch_%_30_days_Followers_Growth,TikTok_%_30_days_Followers_Growth,YT_uploads_last_30_days,TikTok_uploads_last_30_days,YT_audience_location_country_1,YT_audience_location_country_1_%,YT_audience_location_country_2,YT_audience_location_country_2_%,YT_audience_location_country_3,YT_audience_location_country_3_%,FB_audience_location_country_1,FB_audience_location_country_1_%,FB_audience_location_country_2,FB_audience_location_country_2_%,FB_audience_location_country_3,FB_audience_location_country_3_%,YT_male_all_%,YT_female_all_%,YT_demo_last_update,FB_demo_last_update,YT_gid,Facebook_gid,Instagram_gid,Twitter_gid,Twitch_gid,TikTok_gid
Allthepotsnpans Gale ,Allthepotsnpans Gale ,XeL9UEShSqpZk1Ie_T1Q7Q,,,,,http://youtube.com/channel/UCXeL9UEShSqpZk1Ie_T1Q7Q,,US,,,Entertainment,"Resident Evil,dog,cosmetics,cosplay",People & Blogs,,,,https://tubularlabs.com/creator/bwMJrhbVt03bbmbB01,62159,,,,5.5322,,,,6327,,,,58900,,,,,,10296522,,,,,791045,,,,55,,,,,10400,,,,,,-0.7106015092680783,,,,,,1542559,,,,,-0.639620678183412,,,,,121150,,,,,-0.6416825393069671,,,,,557.2310021014812,20240403T173156Z,0.176570458404074,,,,,,11,,US,53.81526104417671,BR,5.220883534136546,GB,4.819277108433735,,,,,,,45.71087800653865,54.28912199346134,2024-03,,yta_XeL9UEShSqpZk1Ie_T1Q7Q,,,,,
Lud Soleimani,Lud Soleimani,jIQCNozCLPOvbuZ21L8hMA,,,ludsoleimani,ludmilaaa15,http://youtube.com/channel/UCjIQCNozCLPOvbuZ21L8hMA,,US,,,People & Blogs,"Instagram,primer,skin care,terrorism,cosmetics,skin",Music,,,https://www.tiktok.com/@ludmilaaa15,https://tubularlabs.com/creator/6n2UkAz8bn03UyQ8701,54779,,,508944,3.8019,,,0.8935000000000001,3832,,7505,18188,293000,,197099,,,9900000,35090580,,0,,,2191475,,1809280,,272,,186,,2168,61000,,9018,,,100000,-0.47485207100591714,,-0.599300893881952,,,-1.0,9445927,,,,21473926,-0.4017688045923434,,,,-1.0,537517,,321651,,1051803,-0.48375289689502793,,-0.37314418905592867,,-0.012368365454588135,557.0863901865577,20240405T054844Z,0.20819112627986303,,0.045753656791764005,,,0.010101010101010001,28,21,MX,31.57894736842105,AR,17.543859649122805,ES,11.403508771929824,,,,,,,34.74025870949103,65.25974129050897,2024-03,,yta_jIQCNozCLPOvbuZ21L8hMA,,iga_1721692118,,,tka_58448074573893632
Evie The Keen,Evie The Keen,t4EVQA2uDlSKKlcfy7Bh1w,,,,,http://youtube.com/channel/UCt4EVQA2uDlSKKlcfy7Bh1w,,US,,,Entertainment,"cosmetics,humor,dance",People & Blogs,,,,https://tubularlabs.com/creator/3W3FeYZRnc03ZgBHm01,37394,,,,0.2461,,,,278,,,,59400,,,,,,13211807,,,,,40886,,,,319,,,,,200,,,,,,-0.5833333333333334,,,,,,3051629,,,,,-0.1398819984334479,,,,,6193,,,,,-0.7484054438350599,,,,,556.563694581646,20240404T161420Z,0.0033670033670030004,,,,,,16,,US,60.2112676056338,GB,11.619718309859154,AU,4.577464788732395,,,,,,,28.52312263984572,71.47687736015428,2024-03,,yta_t4EVQA2uDlSKKlcfy7Bh1w,,,,,
Michele Wang,Michele Wang,IB0qtyTO6ULzAarlWB1LKg,,,mishi2x,,http://youtube.com/channel/UCIB0qtyTO6ULzAarlWB1LKg,,US,,,Beauty,"eye shadow,haul video,eye,cosmetics,blusher,concealer,foundation,palette,lip,skin,Sephora,lipstick",Howto & Style,,,,https://tubularlabs.com/creator/yt9aUqgW7n,29290,,,,3.355,,,,1808,,,,251000,,15127,,,,61913973,,97109,,,3180233,,17653,,1852,,94,,,1000,,-17,,,,-0.3333333333333333,,,,,,958516,,,,,0.3020060202340719,,,,,54933,,0,,,0.5250694058856191,,,,,556.1086104931678,20240405T140006Z,0.003984063745019,,-0.0011238183380700001,,,,16,,US,62.48927038626609,CA,6.266094420600858,GB,4.291845493562231,,,,,,,5.073219871730028,94.92678012826998,2024-03,,yta_IB0qtyTO6ULzAarlWB1LKg,,iga_42601207,,,
Chaotic Antic,Chaotic Antic,tIGsw2l6v24stGNacmYfLw,,,,,http://youtube.com/channel/UCtIGsw2l6v24stGNacmYfLw,,US,,,Entertainment,"clown,cosmetics,humor,creepypasta,clothing,cosplay",People & Blogs,,,,https://tubularlabs.com/creator/6zBqC3tcZ03YzmSY01,994798,,,,3.0162,,,,55209,,,,431000,,,,,,109829783,,,,,6967767,,,,149,,,,,6000,,,,,,-0.45454545454545453,,,,,,2345027,,,,,-0.45946395115546607,,,,,143942,,,,,-0.25950809467711317,,,,,555.8769046580289,20240406T222244Z,0.013921113689095,,,,,,6,,US,49.275362318840585,BR,14.216701173222912,CA,3.933747412008281,,,,,,,38.49006068242855,61.50993931757145,2024-03,,yta_tIGsw2l6v24stGNacmYfLw,,,,,
Olive Ugly,Olive Ugly,6Vvf4EBsqXOgoNxSz2PV3g,,,oliveugly,oliveugly,http://youtube.com/channel/UC6Vvf4EBsqXOgoNxSz2PV3g,,US,,,Entertainment,"nail,autonomous sensory meridian response,cosmetics,TikTok,Instagram,eyebrow,ugliness,hair",People & Blogs,,,https://www.tiktok.com/@oliveugly,https://tubularlabs.com/creator/4L9oQU4Sy03WEucv01,47401,,,79749,5.4292,,,3.7459,4735,,1890,11949,87900,,16984,,,94400,5073899,,0,,,393892,,68046,,89,,42,,339,10400,,1598,,,1350,0.8,,-0.16817359855334538,,,-0.8409090909090909,562487,,,,140960,0.3994894544477425,,,,-0.8409090909090909,38653,,166,,18500,0.3250488498851599,,-0.8501805054151624,,-0.8485431488288702,555.6656207834425,20240403T174139Z,0.11831626848691601,,0.09408855393311301,,,0.014300847457627,6,10,US,61.77777777777778,CA,6.666666666666667,GB,5.6,,,,,,,24.05884881724611,75.94115118275388,2024-03,,yta_6Vvf4EBsqXOgoNxSz2PV3g,,iga_4460052567,,,tka_6575575868474556422
Coco Paper 종이 이야기,Coco Paper 종이 이야기,Qcssn3yCc8OK1zntLwwFQQ,,,,,http://youtube.com/channel/UCQcssn3yCc8OK1zntLwwFQQ,,US,,,Entertainment,"improvisational theatre,handbag,Likee,clothing,unboxing,human pregnancy,watch,autonomous sensory meridian response,vlog,cosmetics",People & Blogs,,,,https://tubularlabs.com/creator/6GHFHZYr803Zp9bf01,106404,,,,3.8036000000000003,,,,7446,,,,228000,,,,,,63400767,,,,,1096889,,,,361,,,,,7000,,,,,,0.45454545454545453,,,,,,4969594,,,,,0.18416002954684904,,,,,85488,,,,,-0.5896530041136461,,,,,554.4502675429239,20240406T104502Z,0.030701754385964,,,,,,27,,,,,,,,,,,,,,39.65732840395924,60.34267159604076,,,yta_Qcssn3yCc8OK1zntLwwFQQ,,,,,
A PorVlog,A PorVlog,5LjS7nnFogRSNFxILrGBaQ,,,,,http://youtube.com/channel/UC5LjS7nnFogRSNFxILrGBaQ,,US,,,Gaming,"autonomous sensory meridian response,cosmetics,skin care,skin",People & Blogs,Video Game Store,,,https://tubularlabs.com/creator/7LJ9doj5c03WUdpF01,17718,,,,2.6681,,,,869,,,,4330000,1559,,,,,1875500547,238,,,,78805427,5923,,,3145,115,,,,40000,0,,,,,0.0,,,,,,11887888,3,,,,-0.032171167938120894,-0.9620253164556962,,,,314590,0,,,,-0.07557000002938523,-1.0,,,,554.363473702152,20240407T045901Z,0.009237875288683,0.0,,,,,3,,US,23.58490566037736,BR,12.264150943396226,RU,7.547169811320755,,,,,,,45.751409697133454,54.24859030286655,2024-03,,yta_5LjS7nnFogRSNFxILrGBaQ,fba_113965024906908,,,,
Madeyewlook,Madeyewlook,iXoZHFowJUlDVMuRFAwVAw,madeyewlook,madeyewlook,madeyewlook,madeyewlooklex,http://youtube.com/channel/UCiXoZHFowJUlDVMuRFAwVAw,,US,,,Beauty,"brush,makeover,cosmetics,Halloween",Howto & Style,Public Figure,http://www.twitch.tv/madeyewlook,https://www.tiktok.com/@madeyewlooklex,https://tubularlabs.com/creator/aMSH5QNTfB,,,,157066,,,,5.5209,,,16397,34685,2580000,374874,967968,123272,77143,1900000,286715425,19340417,19702655,5120409,1135175,11668908,457507,14779121,235228,714,204,493,410,147,0,0,-4550,0,-118,0,,,,,,,338731,520,,0,25893,-0.6488553337590499,-0.12162162162162163,,,,25701,5,287,0,1762,-0.78686757278977,-0.6428571428571429,-0.6504263093788063,,-0.5755239701276801,553.9106325909236,20240403T215726Z,0.0,0.0,-0.004700568613838,0.0,-0.0015296267969870001,0.0,1,2,US,70.2127659574468,CA,8.674304418985269,GB,3.600654664484452,US,57.451693131815574,GB,7.231681652955807,CA,5.605509852687966,12.056652876545456,87.94334712345454,2024-03,2018-02,yta_iXoZHFowJUlDVMuRFAwVAw,fba_116467928455681,iga_262750185,twa_1290324295,tta_madeyewlook,tka_6801375862794798086
Marty Arredondo,MartyBlendz,6wOQwv6Ib1dVGbp6TmDiag,,,martyblendz,officialmartyblendz,http://youtube.com/channel/UC6wOQwv6Ib1dVGbp6TmDiag,,US,,,Beauty,"beard,makeover,hairstyle,barber,hair,hairdresser,cosmetics,temple fade,hair coloring,hi-top fade",Entertainment,,,https://www.tiktok.com/@officialmartyblendz,https://tubularlabs.com/creator/2R2uLgsErV03TJsDc01,154066,,,2704571,2.2717,,,1.1505,6439,,122829,124468,532000,,658316,,,536000,116172191,,2592,,,5183828,,10457640,,375,,240,,140,26000,,51082,,,68800,1.0416666666666667,,-0.6514773881850415,,,-0.13761467889908258,16574408,,,,45495812,1.3648189126067256,,,,-0.13761467889908258,652040,,1893116,,2021346,1.4057143278802235,,-0.5483880971652773,,-0.0656140097851049,553.9058745258735,20240402T222805Z,0.048872180451127005,,0.077594954398799,,,0.128358208955223,6,3,US,58.04701627486437,GB,7.05244122965642,CA,3.074141048824593,,,,,,,88.37190280085497,11.628097199145042,2024-03,,yta_6wOQwv6Ib1dVGbp6TmDiag,,iga_6837843655,,,tka_6900030780358214662
Haley Kim,Haley Kim,OzVEwcVSu_2xDQFyMReDRA,,,haley0n,iamhaleykim,http://youtube.com/channel/UCOzVEwcVSu_2xDQFyMReDRA,,US,,,Beauty,"foundation,mascara,eye,eyebrow,cosmetics,concealer,eyeliner,eye shadow,blusher,lip,skin,lipstick",Howto & Style,,,https://www.tiktok.com/@iamhaleykim,https://tubularlabs.com/creator/QCfUtttaYS,180196,,,,3.4306,,,,11374,,22110,,1230000,,222670,,,,91276250,,1000827,,,3615849,,1208651,,288,,110,,8,30000,,18360,,,,2.0,,3.622480911252973,,,-1.0,5939152,,,,14,4.206608251986728,,,,-1.0,405379,,415298,,0,7.503503104547743,,1.1689524426292865,,-1.0,553.8612382276666,20240329T141050Z,0.024390243902439,,0.08245385548120501,,,,8,0,US,31.669535283993117,PH,7.917383820998279,CA,4.647160068846816,,,,,,,3.7843200061351983,96.2156799938648,2024-03,,yta_OzVEwcVSu_2xDQFyMReDRA,,iga_926066465,,,tka_6917079573360722949
Bebop and Bebe,Bebop and Bebe,qs5MFOMeM4T98VZv5L70Bg,,,bebop.bebe,bebop.bebe,http://youtube.com/channel/UCqs5MFOMeM4T98VZv5L70Bg,,US,,,Entertainment,"cosmetics,mother,Internet meme,blooper,comedy,dance",People & Blogs,,,https://www.tiktok.com/@bebop.bebe,https://tubularlabs.com/creator/3B2js2DHFF03RM4W601,522282,,,,1.6179000000000001,,,,15548,,,,591000,,,,,96500,168074800,,71657,,,4694828,,11614,,475,,59,,113,7000,,,,,-100,-0.5524861878453039,,,,,,27292613,,,,3669,-0.5148640299755107,,,,,795010,,0,,52,-0.5146062009956859,,,,-0.08771929824561403,553.8570567544594,20240406T180436Z,0.011844331641285,,,,,-0.001036269430051,31,0,,,,,,,,,,,,,43.16539475557673,56.834605244423265,,,yta_qs5MFOMeM4T98VZv5L70Bg,,iga_8750640448,,,tka_6600166604935331845
Kelsey Stark,Kelsey Denise,RRR_gmsItT7-nyindgY-Ig,,,blonde_barbell_bombshell,,http://youtube.com/channel/UCRRR_gmsItT7-nyindgY-Ig,,US,,,Beauty,"moisturizer,Gucci,cosmetics,Sol de Janeiro,lotion,skin care,perfume,Bath & Body Works,beauty,lip,skin,Sephora",Entertainment,,,,https://tubularlabs.com/creator/6U21ScMCYe03UH6uA01,11008,,,,1.5367000000000002,,,,311,,,,13200,,41246,,,,8408294,,0,,,353292,,83843,,567,,210,,,4070,,-70,,,,27.59090909090909,,,,,,4418282,,,,,18.067824991152886,,,,,178392,,0,,,25.83797201745148,,,,,553.6281159202841,20240406T200007Z,0.308333333333333,,-0.0016971342675650002,,,,97,,,,,,,,,,,,,,21.95341025559794,78.04658974440207,,,yta_RRR_gmsItT7-nyindgY-Ig,,iga_7355538647,,,
Shadow Productions,Shadow Productions,Xvp5dm4Ip21w127fDLl36A,khawarkhan1,aapaonline,aapaonline,aapaonline,http://youtube.com/channel/UCXvp5dm4Ip21w127fDLl36A,,US,,,"Health, Fitness & Self Help","podcast,episode,travel photography,Ali,Dubai,cosmetics,humor,vlog,travel",Entertainment,Nonprofit Organization,,https://www.tiktok.com/@aapaonline,https://tubularlabs.com/creator/qZIzYaMTA9,244413,,,,1.6217000000000001,,,,7293,,,,325000,7284,2278,3050,,1274,60405023,10543,0,143,,1260652,316,50,18,1508,21,4,3,35,7000,0,18,0,,0,-0.07692307692307693,2.0,0.8125,,,,13095110,0,,0,3,3.956596551948632,,,,,367328,0,0,0,0,5.0917759830179605,,,,,553.238129985427,20240329T102805Z,0.021538461538461003,0.0,0.007901668129938,0.0,,0.0,7,0,PK,27.611940298507463,US,20.149253731343283,IN,17.91044776119403,,,,,,,56.94717196745259,43.05282803254741,2024-03,,yta_Xvp5dm4Ip21w127fDLl36A,fba_90160027011,iga_17599688362,twa_351704512,,tka_6568461296240852998
💕 Mistress Isabelle Brooks 💕,Mistress Isabelle Brooks,IF0U1JSXnkUFHfg3fnJN6Q,,,mistressisabellebrooks,,http://youtube.com/channel/UCIF0U1JSXnkUFHfg3fnJN6Q,,US,,,Entertainment,"cosmetics,RuPaul's Drag Race,Followers,Men in Black,10 Bold,makeover,drag,hairstyle,MTV,drag queen",People & Blogs,,,,https://tubularlabs.com/creator/3B2jQr5ttH03Yro8q01,,,,,,,,,,,,,58900,,263932,89387,,,1511992,,0,3405372,,114179,,236952,225622,13,,24,55,,6100,,2569,0,,,-0.26393728222996515,,-0.22911845150431306,,,,614366,,,0,,1.9423940842345233,,,,,45265,,35019,0,,0.5883013439068038,,0.45784938179093293,,,552.8686149980815,20240404T223008Z,0.10356536502546601,,0.009733567737144,0.0,,,2,,US,61.727774987443496,CA,5.02260170768458,GB,4.972375690607735,,,,,,,46.76636450413978,53.23363549586021,2024-03,,yta_IF0U1JSXnkUFHfg3fnJN6Q,,iga_1286845220,twa_1547727461550395394,,
𝒇𝒊𝒛𝒂𝒊𝒔𝒕𝒊𝒄𝒔~,𝒇𝒊𝒛𝒂𝒊𝒔𝒕𝒊𝒄𝒔~,ZWSOuZWfOeqqXgubAx61iw,,,,,http://youtube.com/channel/UCZWSOuZWfOeqqXgubAx61iw,,US,,,Fashion & Style,"viral phenomenon,cosmetics",People & Blogs,,,,https://tubularlabs.com/creator/2f3RoUQ5wZ03b7Rpq01,45030,,,,5.088,,,,4215,,,,44000,,,,,,16910044,,,,,1306192,,,,188,,,,,1700,,,,,,-0.5157894736842106,,,,,,1655985,,,,,-0.564244976535853,,,,,114299,,,,,-0.6088477162050709,,,,,552.6791966287531,20240404T094331Z,0.038636363636363004,,,,,,17,,,,,,,,,,,,,,33.77948372169833,66.22051627830166,,,yta_ZWSOuZWfOeqqXgubAx61iw,,,,,
Chelsea Lascher,Chelsea Lascher,7zAtM9fBMYG02HosQodjZg,,,,chelsealascher1,http://youtube.com/channel/UC7zAtM9fBMYG02HosQodjZg,,US,,,Entertainment,"Internet meme,viral phenomenon,cosmetics,humor,dance,Instagram,vlog,TikTok",People & Blogs,,,https://www.tiktok.com/@chelsealascher1,https://tubularlabs.com/creator/382MJHuS7E03WcASD01,33159,,,834082,3.0118,,,2.3697,1837,,,79062,625000,,,,,3300000,75027000,,,,,3147098,,,,95,,,,242,19000,,,,,100000,0.3333333333333333,,,,,,1837625,,,,8963497,0.3624117087521306,,,,,50953,,,,722837,0.06643085874547396,,,,-0.03001720329680652,552.5100467498997,20240301T200021Z,0.0304,,,,,0.030303030303030002,0,12,US,73.01587301587301,GB,7.142857142857142,CA,3.174603174603174,,,,,,,30.541311691239038,69.45868830876096,2024-03,,yta_7zAtM9fBMYG02HosQodjZg,,,,,tka_6907416839320765445
Diego Glow,Diego Glow,IQRwgZUtjf_mVibaTPE2zQ,,,,,http://youtube.com/channel/UCIQRwgZUtjf_mVibaTPE2zQ,,US,,,Gaming,"Internet meme,cosmetics",People & Blogs,Gaming video creator,,,https://tubularlabs.com/creator/3b76Mijp403YRZAM01,20889,,,,3.1862,,,,1224,,,,422000,5583,,,,,122882677,0,,,,4196473,64887,,,1238,218,,,,29000,0,,,,,0.0,-0.7275747508305648,,,,,5254683,0,,,,0.00355495697249215,,,,,238787,308,,,,0.17634858860042366,-0.9851121423047177,,,,552.4763997654677,20240405T235326Z,0.068720379146919,0.0,,,,,87,,BR,91.19496855345912,US,1.886792452830188,TH,1.257861635220126,,,,,,,35.09250454009651,64.90749545990347,2024-03,,yta_IQRwgZUtjf_mVibaTPE2zQ,fba_126145753920575,,,,
Satisfying Slime Videos,Satisfying Slime Videos,2aOVFrN_7cakW2un_MkraQ,,,satisfying._.slime._._.videos,,http://youtube.com/channel/UC2aOVFrN_7cakW2un_MkraQ,,US,,,Kids Entertainment & Animation,"Slime,cosmetics,oddly satisfying video",Howto & Style,,,,https://tubularlabs.com/creator/QpU9RZnEbu,44070,,,,0.4676,,,,379,,,,4630000,,3760,,,,1470099879,,15024,,,6720041,,6893,,2020,,53,,,0,,-3,,,,0.0,,,,,,3850540,,,,,-0.3214612160212083,,,,,18815,,0,,,-0.37138752464000535,,,,,552.3640637664188,20240406T142841Z,0.0,,-0.000797872340425532,,,,23,,,,,,,,,,,,,,39.109855322434335,60.890144677565665,,,yta_2aOVFrN_7cakW2un_MkraQ,,iga_7001228759,,,
mo,mo,1QETLGPKCSdiElG6PcFFMA,,,,,http://youtube.com/channel/UC1QETLGPKCSdiElG6PcFFMA,,US,,,Entertainment,"clothing,cosmetics,Barbie,vlog,boyfriend",Howto & Style,,,,https://tubularlabs.com/creator/2SZVa6oi503Xotqh01,39803,,,,4.1644,,,,3049,,,,139000,,,,,,42877806,,,,,2570110,,,,814,,,,,2000,,,,,,-0.3333333333333333,,,,,,1453983,,,,,-0.29942035270309336,,,,,77616,,,,,-0.40257701011407193,,,,,552.0386936988026,20240406T163245Z,0.014388489208633,,,,,,28,,US,56.81198910081744,GB,6.403269754768392,CA,5.313351498637602,,,,,,,22.285941293328115,77.71405870667189,2024-03,,yta_1QETLGPKCSdiElG6PcFFMA,,,,,
Gwen Stefani,Gwen Stefani,X6mObpqyrtKMdxvCV9YkGg,gwenofficial,,gwenstefani,gwen_official,http://youtube.com/channel/UCX6mObpqyrtKMdxvCV9YkGg,,US,,,Music & Dance,"Tonight (I'm Lovin' You),cosmetics,Thank U,NBC,The Voice,Gwen Stefani",Music,,,https://www.tiktok.com/@gwen_official,https://tubularlabs.com/creator/C3oXbaTKBi,,,,21508,,,,0.7606,,,38439,654,2220000,,17702545,,,4298,8633206,,203046243,,,258155,,45458400,,92,,794,,551,10000,,44328,,,63,0.0,,-0.5500465141983439,,,,736333,,,,33923,6.849529880817858,,,,,31939,,667428,,5372,4.043265435022896,,0.11713714233109324,,,551.7738493457765,20240404T165102Z,0.0045045045045040005,,0.0025040467345230004,,,0.014657980456026001,10,11,US,52.19298245614035,GB,4.385964912280701,CA,3.728070175438596,,,,,,,36.3888644767886,63.611135523211395,2024-03,,yta_X6mObpqyrtKMdxvCV9YkGg,,iga_810573628,,,tka_7281848789727003653
THE VIEWERS VOICE,THE VIEWERS VOICE,E1OEA0mziDw3w9v-acgC3A,,officialnicksnider,,,http://youtube.com/channel/UCE1OEA0mziDw3w9v-acgC3A,,US,,,News & Politics,"leading actor,James Charles,cosmetics,Jeffree Star Cosmetics,Tati Westbrook,Jeffree Star,Trisha Paytas,podcast,lipstick",People & Blogs,Public Figure,,,https://tubularlabs.com/creator/aX2FMMZK8G,35699,,,,4.3978,,,,2888,,,,293000,,,,,,106548247,,,,,5046249,,,,1278,,,,,-1000,,,,,,,,,,,,182622,,,,,-0.4366422245324169,,,,,15006,,,,,-0.3751665556295803,,,,,551.6891072486413,20240405T133958Z,-0.0034129692832760004,,,,,,7,,US,79.70437748720865,CA,5.3439454235361,GB,4.036384309266629,,,,,,,15.441960553187405,84.55803944681259,2024-03,,yta_E1OEA0mziDw3w9v-acgC3A,fba_209519741689,,,,
Chizi Duru,Chizi Duru,88--r3FklrnWjfzRy7LUIg,ecstacy248,chiziduru,chiziduru,chiziduru,http://youtube.com/channel/UC88--r3FklrnWjfzRy7LUIg,,US,,,Beauty,"cosmetics,clothing,fashion,advertising,hair,hairstyle,investment",Entertainment,Public Figure,,https://www.tiktok.com/@chiziduru,https://tubularlabs.com/creator/aMCBtbVzUV,22007,,,30241,5.4936,,,2.6433,2224,,8378,3197,578000,12884,226399,17252,,184300,75134043,3070256,16971924,10238957,,3153141,63005,5855242,700666,583,234,629,130,705,0,0,-89,0,,-300,,,,,,,153267,65,,0,256264,0.23237675589183626,-0.25287356321839083,,,,9101,0,33389,0,25322,0.11313600782778865,-1.0,-0.4193217391304348,,-0.44826233794530995,550.8783798249679,20240322T213158Z,0.0,0.0,-0.0003931112769932729,0.0,,-0.001627780792186,2,8,US,77.04918032786885,GB,6.557377049180328,CA,4.098360655737705,US,36.666666666666664,MX,9.883040935672515,NG,5.2631578947368425,,,2024-03,2018-02,yta_88--r3FklrnWjfzRy7LUIg,fba_786219171388078,iga_179411178,twa_865724763972521984,,tka_6744682680904369158
Nazanin Kavari,Nazanin Kavari,XAPZsqlIDdGgeB8lnvb1yw,nazaninxox,,nazaninkavari,nazaninkavari,http://youtube.com/channel/UCXAPZsqlIDdGgeB8lnvb1yw,,US,,,Beauty,"cosmetics,mother,vlog,human pregnancy,foundation,hair,twin,clothing,birthday,concealer,eyelash,skin",Howto & Style,Just For Fun,,https://www.tiktok.com/@nazaninkavari,https://tubularlabs.com/creator/LYfMZ8IF2z,92375,,,1039468,2.4812,,,0.9344,4217,,28010,38853,1300000,1377,1084605,205712,,866800,165263183,5050,22776528,6100671,,6513417,164,10404313,241313,821,5,298,68,393,0,0,3170,0,,1200,,,,,,-1.434782608695652,677264,6,,0,4591503,-0.0985474568849053,-0.25,,,-1.434782608695652,24388,0,275732,0,284798,-0.1984486951948991,,0.209706361079791,,-0.36025607907002866,550.6432894126976,20240405T213712Z,0.0,0.0,0.002922723018979,0.0,,0.0013844023996300002,4,10,US,80.03014318010551,CA,8.063300678221552,GB,2.562170308967596,,,,,,,3.511728588792169,96.48827141120782,2024-03,,yta_XAPZsqlIDdGgeB8lnvb1yw,fba_100516725083253,iga_288399311,twa_1659216974,,tka_6824000639363957765
Martine,Martine,M9pBCccqK2l0EeSImQaaEg,,martinebeerman,martinebeerman,martinebeerman,http://youtube.com/channel/UCM9pBCccqK2l0EeSImQaaEg,,US,,,People & Blogs,"Halloween,shoe,shorts,cosmetics,humor,viral phenomenon,Internet meme,comedy,practical joke",Entertainment,Public Figure,,https://www.tiktok.com/@martinebeerman,https://tubularlabs.com/creator/YmN4tUB4GK,47253,,,,1.2685,,,,1102,,213,,1190000,35512,124781,,,11,2005748860,48833,4763202,,,27318591,402899,63843331,,5865,968,4188,,5,0,0,501,,,0,,,0.6344647519582245,,,,18153993,14,,,4,2.668244035110407,0.4,,,,357395,46,3388,,0,4.3626678670567935,-0.20689655172413793,0.31216111541440744,,,550.3551829260629,20240407T010003Z,0.0,0.0,0.004015034340163,,,0.0,93,0,US,53.84615384615385,BR,5.594405594405594,GB,5.594405594405594,,,,,,,40.997701435357854,59.002298564642146,2024-03,,yta_M9pBCccqK2l0EeSImQaaEg,fba_204912506188608,iga_29085999,,,tka_6657575916766232582
Holly fashionista,Holly fashionista,8yT7hfUJVm13pMfmXJXEDw,,,,,http://youtube.com/channel/UC8yT7hfUJVm13pMfmXJXEDw,,US,,,Fashion & Style,"wedding dress,fashion week,Greasy hair,beauty,fashion,history of Western fashion,hair,cosmetics,hair care,clothing,make-up artist,hairstyle",People & Blogs,,,,https://tubularlabs.com/creator/7KzzSEe8503bfK4N01,142368,,,,3.0464,,,,7980,,,,99300,,,,,,30863003,,,,,1530306,,,,209,,,,,11400,,,,,,-0.6021353746978243,,,,,,7005349,,,,,-0.6187001365045378,,,,,292269,,,,,-0.7167236090313014,,,,,549.5045188964092,20240407T023031Z,0.114803625377643,,,,,,19,,US,37.994722955145114,GB,4.749340369393139,RU,4.485488126649076,,,,,,,27.154270422194998,72.845729577805,2024-03,,yta_8yT7hfUJVm13pMfmXJXEDw,,,,,
