,Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author,transcript,thumbnail_url,title,view_count,length,publish_date,author
772,🚀 Unleash Your Productivity: Conquer Procrastination & Master Time Management! 🕒,youtube,www.youtube.com/watch?v=-C7fCWKvr4Y,-C7fCWKvr4Y,https://www.youtube.com/watch?v=-C7fCWKvr4Y,Science & Technology,958,502.0,609.0,660.0,782.0,888.0,51,3.221199989318847,2.897700071334839,2.827300071716308,2.8854000568389893,2.953799962997436,38.0,39.0,39.0,44.0,48.0,51,0,,,,,,,,,,,https://www.facebook.com/189300226351?brand_redir=DISABLE,,,,Knowledge,2024-01-10 16:00,Simon Sez IT,555000.0,US,Science & Tech,-3e3hAUhDV2lwcoQGD2grg,480,False,,,,nan,nan,nan,,,nan,nan
773,"""No More Procrastination"" Pastor Troy On Losing Gangsta Boo",youtube,www.youtube.com/watch?v=TaOuFVyCpWw,TaOuFVyCpWw,https://www.youtube.com/watch?v=TaOuFVyCpWw,People & Blogs,2517,,2432.0,2437.0,2475.0,2517.0,50,,0.7929000258445741,0.83619999885559,0.943400025367736,1.079599976539611,,43.0,43.0,46.0,50.0,50,0,,,,,,,,,,,,,,,"Hip hop music,Music",2024-02-01 17:00,Storytime with Legendary Jerry,,,,8yOeTfV1zEVTUDBZnQdPyw,58,False,,,,nan,nan,nan,,,nan,nan
774,The Power of Starting Now Overcoming Procrastination #shorts #davidgoggins #motivation,youtube,www.youtube.com/watch?v=-OvrJBS5Dx0,-OvrJBS5Dx0,https://www.youtube.com/watch?v=-OvrJBS5Dx0,Education,2043,1906.0,1967.0,2019.0,2041.0,2043.0,50,0.947899997234344,1.094300031661987,1.173699975013733,1.243499994277954,1.330100059509277,43.0,48.0,50.0,50.0,50.0,49,1,,,,,,,,,,,,,,,,2024-02-06 04:00,Darius,2460.0,US,Entertainment,zufYSm1h72zLetE0wHcAcg,49,False,,,,nan,nan,nan,,,nan,nan
775,😢😞 ||Procrastination is a 💪 instinct|| #neuroscience #science  #shortsfeed #shorts,youtube,www.youtube.com/watch?v=9LB37Kf-OE8,9LB37Kf-OE8,https://www.youtube.com/watch?v=9LB37Kf-OE8,People & Blogs,1846,,,1842.0,1846.0,1846.0,50,,,1.298799991607666,1.389000058174133,1.480100035667419,,,50.0,50.0,50.0,50,0,,,,,,,,,,,,,,,Health,2024-01-22 16:31,Excitement io,,,,zYUeROQLPjqy8cnI4Yy6og,38,False,,,,nan,nan,nan,,,nan,nan
776,How To Stop Procrastination | How To avoid Laziness Overthinking How To Study #studytips #motivation,youtube,www.youtube.com/watch?v=QH8IuZxekTo,QH8IuZxekTo,https://www.youtube.com/watch?v=QH8IuZxekTo,Education,328,,,,,,50,,,,,,,,,,,32,18,,,,,,,,,,,,,,,Knowledge,2024-01-05 07:43,GEOGRAPHY GURU,120000.0,IN,Education,rYcRwqeTwjEgf9dgOtCoHw,820,True,,,,nan,nan,nan,,,nan,nan
777,From Procrastination to Tech Savvy My 4 Hour Journey #wealthhabits #podcast #motivation,youtube,www.youtube.com/watch?v=i-VF24rOx6I,i-VF24rOx6I,https://www.youtube.com/watch?v=i-VF24rOx6I,People & Blogs,2210,,2202.0,2208.0,2210.0,2210.0,50,,1.011500000953674,1.072100043296814,1.172299981117248,1.229599952697754,,49.0,49.0,50.0,50.0,48,2,,,,,,,,,,,,,,,Lifestyle,2023-12-25 17:57,Bit Motives,,,,Fl0a_-e42wHTd6wTm2kVXA,20,False,,,,nan,nan,nan,,,nan,nan
778,How To Stop Procrastination Forever With 3 TRICKS,youtube,www.youtube.com/watch?v=0FiIcsTxMLM,0FiIcsTxMLM,https://www.youtube.com/watch?v=0FiIcsTxMLM,Education,3519,,,3122.0,3510.0,3519.0,50,,,0.68309998512268,0.751999974250793,0.772199988365173,,,45.0,52.0,50.0,45,5,,,,,,,,,,,,,,,Health,2024-02-12 14:00,Jarko,,,,q1JymFc9qfYFRQHva-WLPQ,11,False,,,,nan,nan,nan,,,nan,nan
779,5 islamic ways to beat procrastination #islam #productivity #quran,youtube,www.youtube.com/watch?v=MQbAm_TOav0,MQbAm_TOav0,https://www.youtube.com/watch?v=MQbAm_TOav0,Education,528,,,275.0,321.0,433.0,50,,,,,,,,20.0,22.0,36.0,50,0,,,,,,,,,,,,eternah,https://www.tiktok.com/@eternahx,,Religion,2024-01-29 04:40,Eternah,7830.0,US,People & Blogs,ZgIl00a_MKMt7y9ZuXK2-w,10,False,,,,nan,nan,nan,,,nan,nan
780,**24 hours if I’m lucky #revision #assignment #university #exams #revision #procrastination #library,youtube,www.youtube.com/watch?v=sVPHx_4BGnk,sVPHx_4BGnk,https://www.youtube.com/watch?v=sVPHx_4BGnk,People & Blogs,1542,,,1190.0,1448.0,1535.0,50,,,1.608299970626831,1.7353999614715572,1.815600037574768,,,40.0,49.0,51.0,50,0,,,,,,,,,,,,,,,Entertainment,2024-01-12 12:55,Sturdythoughts,306.0,US,General Interest,B2YAEERGjsF3YMy8bs7CdA,9,False,,,,nan,nan,nan,,,nan,nan
781,Procrastination and Credit Cards,youtube,www.youtube.com/watch?v=4OH7cGXX8hc,4OH7cGXX8hc,https://www.youtube.com/watch?v=4OH7cGXX8hc,Entertainment,2991,,1447.0,1864.0,2989.0,2991.0,50,,0.8130000233650201,0.8213999867439271,0.8578000068664551,0.913500010967254,,26.0,32.0,50.0,50.0,49,1,,,,,,,,,,,,,,,Lifestyle,2024-01-11 01:30,Enchanting Values,472.0,US,General Interest,G0wnF5j0UBetg14HOQH3MA,10,False,,,,nan,nan,nan,,,nan,nan
782,The Procrastination Paradox: Boost Your Creativity by Waiting! 🤔🚀#shorts #hubermanlab #health,youtube,www.youtube.com/watch?v=ioghL9ogpeI,ioghL9ogpeI,https://www.youtube.com/watch?v=ioghL9ogpeI,People & Blogs,2382,,,2368.0,2374.0,2381.0,49,,,0.999599993228912,1.069399952888488,1.118499994277954,,,49.0,49.0,49.0,49,0,,,,,,,,,,,,,,,"Entertainment,Health",2023-12-23 06:00,Glam Above,894.0,US,Entertainment,rXy7g8mSOlHXOzx3Aj7C5g,57,False,,,,nan,nan,nan,,,nan,nan
783,3 Stratégies Insolites pour Vaincre la Procrastination,youtube,www.youtube.com/watch?v=uMs1SgqWKdk,uMs1SgqWKdk,https://www.youtube.com/watch?v=uMs1SgqWKdk,Education,309,,,,,,49,,,,,,,,,,,35,14,,,,,,,,,,,https://www.facebook.com/1722549074738445?brand_redir=DISABLE,johann.roche,,,,2024-02-13 06:49,WebAndFree - Devenir Freelance Webmaster,5750.0,FR,People & Blogs,apDspkTtD7d9vJuhm3aO-Q,866,False,,,,nan,nan,nan,,,nan,nan
784,🤪Petite astuce rapide comment briser le cycle de la procrastination ? ⭐️ Ma Petite Organisation,youtube,www.youtube.com/watch?v=npHhrLBvGHw,npHhrLBvGHw,https://www.youtube.com/watch?v=npHhrLBvGHw,Howto & Style,1564,1476.0,1490.0,1502.0,1523.0,1558.0,49,1.297399997711181,1.3969000577926631,1.529099941253662,1.6161999702453609,1.683500051498413,45.0,46.0,48.0,48.0,48.0,47,2,,,,,,,,,,,https://www.facebook.com/1939380352754311?brand_redir=DISABLE,mapetiteorganisation,https://www.tiktok.com/@mapetiteorganisation,,Lifestyle,2024-01-31 08:43,Ma Petite Organisation,2220.0,FR,Home & DIY,KXS1DiDEkfBnKxHYXrLzkg,14,False,,,,nan,nan,nan,,,nan,nan
785,2 PAC - Give up procrastination,youtube,www.youtube.com/watch?v=ozHIEISruTY,ozHIEISruTY,https://www.youtube.com/watch?v=ozHIEISruTY,Music,2310,,2215.0,2294.0,2309.0,2310.0,49,,0.931299984455108,0.991699993610382,1.055199980735778,1.15279996395111,,46.0,48.0,48.0,49.0,49,0,,,,,,,,,,,,,,,Music,2024-02-04 20:36,CulturaDos,,,,B7scLu721n3jcWvRHxqU7w,16,False,,,,nan,nan,nan,,,nan,nan
786,Follow for more content 🧠🔱 David Goggings | Motivation | Mindset #success #procrastination,youtube,www.youtube.com/watch?v=fJaMOw3aRK8,fJaMOw3aRK8,https://www.youtube.com/watch?v=fJaMOw3aRK8,People & Blogs,2146,,,1909.0,2145.0,2146.0,49,,,1.067499995231628,1.159600019454956,1.2409000396728511,,,43.0,49.0,49.0,49,0,,,,,,,,,,,,,,,,2024-02-06 09:09,TheMindSetter,,,,Y1pXGlMcCX85lcLz3fBC8w,19,False,,,,nan,nan,nan,,,nan,nan
787,Les 4 raisons majeures de la procrastination,youtube,www.youtube.com/watch?v=YsQuVV0zSbo,YsQuVV0zSbo,https://www.youtube.com/watch?v=YsQuVV0zSbo,Howto & Style,2096,1926.0,1958.0,1966.0,2008.0,2061.0,49,0.8507999777793881,0.984799981117248,1.036599993705749,1.188099980354309,1.265699982643127,39.0,43.0,43.0,47.0,48.0,49,0,,,,,,,,,,,https://www.facebook.com/222927821204770?brand_redir=DISABLE,maxpiccinini_officiel,https://www.tiktok.com/@maxpiccinini_officiel,,Health,2024-02-01 17:00,Max Piccinini,55600.0,FR,People & Blogs,TeBtv6Jqe7dZ2UHq8NIaoA,45,False,,,,nan,nan,nan,,,nan,nan
788,[68] Procrastination - דחיינות,youtube,www.youtube.com/watch?v=10-sTZ92vdI,10-sTZ92vdI,https://www.youtube.com/watch?v=10-sTZ92vdI,Education,528,,,,528.0,,49,,,,,,,,,49.0,,42,7,,,,,,,,,,,,,,,Knowledge,2024-03-09 12:51,Hebrew Time - זמן עברית,,,,duMxl0ur61T8YXIIN913GQ,1693,False,,,,nan,nan,nan,,,nan,nan
789,9 Causes of Procrastination,youtube,www.youtube.com/watch?v=KUDyoU6pP2A,KUDyoU6pP2A,https://www.youtube.com/watch?v=KUDyoU6pP2A,Education,862,617.0,689.0,727.0,807.0,860.0,49,2.79200005531311,2.6684999465942383,2.86840009689331,2.893500089645385,3.033400058746338,41.0,41.0,44.0,46.0,48.0,47,2,,,,,,,,,,,,,,,,2024-02-11 00:00,Success Secrets TV,1380000.0,NG,Education,4IhgQSETRnAIEb694TwQxQ,432,False,,,,nan,nan,nan,,,nan,nan
790,how to beat procrastination #fypシ #aesthetic #popular #newaesthetic #teen #tips,youtube,www.youtube.com/watch?v=bbOnfpXCqNQ,bbOnfpXCqNQ,https://www.youtube.com/watch?v=bbOnfpXCqNQ,People & Blogs,552,448.0,481.0,503.0,,,48,3.215800046920776,3.5587000846862797,3.957299947738647,,,34.0,38.0,42.0,,,48,0,,,,,,,,,,,,,,,"Health,Lifestyle",2024-03-15 17:00,AestheticPeach🍑,33600.0,IN,Entertainment,O7gnQ0lD2TtLUZ-5Ka4z-A,21,False,,,,nan,nan,nan,,,nan,nan
791,Don’t Procrastinate #procrastination #medstudent #study #learning #goals #mindset #student #work,youtube,www.youtube.com/watch?v=wwu3CvYAZVU,wwu3CvYAZVU,https://www.youtube.com/watch?v=wwu3CvYAZVU,People & Blogs,2525,,2517.0,2520.0,2522.0,2525.0,48,,0.8374000191688531,0.8838999867439271,0.945999979972839,1.033100008964538,,47.0,47.0,47.0,48.0,47,1,,,,,,,,,,,,,,,Lifestyle,2024-02-03 12:13,Niels Heilhof,,,,RjxdfCFGsNlgWdgAzL5WmQ,10,False,,,,nan,nan,nan,,,nan,nan
792,How to Overcome Procrastination ? | Telugu Motivational Video | Ram Jaladurgam | SumanTV,youtube,www.youtube.com/watch?v=tIu2l4OjsUM,tIu2l4OjsUM,https://www.youtube.com/watch?v=tIu2l4OjsUM,People & Blogs,1221,771.0,845.0,899.0,1056.0,1181.0,48,1.655799984931945,1.8207000494003287,1.809599995613098,2.088200092315674,2.267199993133545,30.0,34.0,34.0,43.0,49.0,45,3,,,,,,,,,,,,,,,Society,2024-01-27 06:30,Suman TV Motivation Life,52000.0,IN,Film & Movies,u9I-2ZWBSci5UZUKYFr_7Q,879,False,,,,nan,nan,nan,,,nan,nan
793,¿CÓMO DEJAR DE PROCRASTINAR? #confianza #desarrollopersonal #procrastination #mindset #miguelfranco,youtube,www.youtube.com/watch?v=oJBBZp-7zlo,oJBBZp-7zlo,https://www.youtube.com/watch?v=oJBBZp-7zlo,Education,899,548.0,746.0,786.0,891.0,899.0,48,2.683599948883056,2.584800004959106,2.65310001373291,2.677700042724609,2.9017999172210693,35.0,43.0,44.0,47.0,48.0,47,1,,,,,,,,,,,,,,,Health,2024-02-16 19:23,Miguel Franco,145000.0,MX,General Interest,3AehcdP1LWG-oXLYuRXL9Q,39,False,,,,nan,nan,nan,,,nan,nan
794,Procrastination (short film) -- Brandon Leake,youtube,www.youtube.com/watch?v=z_ju-w6I-kg,z_ju-w6I-kg,https://www.youtube.com/watch?v=z_ju-w6I-kg,Music,250,,,,,,48,,,,,,,,,,,41,7,,,,,,,,,,,https://www.facebook.com/335042706622620?brand_redir=DISABLE,brandon_leake_ctm,https://www.tiktok.com/@brandon_leake_ctm,,Lifestyle,2024-02-12 23:00,Brandon Leake - CTM,19600.0,US,People & Blogs,Y-fRZIV81BKcCypr4j00OQ,129,True,,,,nan,nan,nan,,,nan,nan
795,STUDY VLOG!!! Daily school routine of a Hong Kong student / non-stop grinding / no procrastination !,youtube,www.youtube.com/watch?v=YYJVjc6EYfA,YYJVjc6EYfA,https://www.youtube.com/watch?v=YYJVjc6EYfA,People & Blogs,768,,,606.0,766.0,,47,,,3.206500053405761,3.083300113677978,,,,41.0,47.0,,30,17,,,,,,,,,,,,,,,Lifestyle,2024-03-07 18:23,doublevayne,,,,eE1P7c7_QbySrJzhxnmrEg,856,True,,,,nan,nan,nan,,,nan,nan
796,Jesus Warns Us About Procrastination (Sunday Worship Experience),youtube,www.youtube.com/watch?v=Iih4D1ho2XA,Iih4D1ho2XA,https://www.youtube.com/watch?v=Iih4D1ho2XA,Nonprofits & Activism,1406,1278.0,1295.0,1306.0,1341.0,1404.0,47,1.47950005531311,1.627500057220459,1.705600023269653,,,45.0,47.0,47.0,,,46,1,,,,,,,,,,,https://www.facebook.com/116860958375743?brand_redir=DISABLE,bethelsfamily,,,Religion,2024-02-04 12:41,BethelsFamilyTV,7710.0,US,People & Blogs,3S_K-ZXMDWsvb5XsQLYxVA,8081,True,,,,nan,nan,nan,,,nan,nan
797,Getting Rid Of Procrastination At A Subconscious Level,youtube,www.youtube.com/watch?v=ecWeYCvJisU,ecWeYCvJisU,https://www.youtube.com/watch?v=ecWeYCvJisU,Education,457,,,,,,47,,,,,,,,,,,44,3,,,,,,,,,,,https://www.facebook.com/818463001848089?brand_redir=DISABLE,,,,"Health,Lifestyle",2024-01-19 00:36,Dom The Hypnotist,11400.0,US,Beauty,pQdRqwCtyUne6LLYCbmRGw,1381,True,,,,nan,nan,nan,,,nan,nan
798,"Clearing Procrastination with Archangel Ariel, Raphael, and Earth Water Fairies",youtube,www.youtube.com/watch?v=oVTx1D30r0A,oVTx1D30r0A,https://www.youtube.com/watch?v=oVTx1D30r0A,People & Blogs,208,,,,,,47,,,,,,,,,,,39,8,,,,,,,,,,,,,,,"Lifestyle,Religion",2024-03-19 13:50,TranquilityWellness&Yoga,11100.0,CA,General Interest,3xL7jNziUImbut8olGR1qw,1254,False,,,,nan,nan,nan,,,nan,nan
799,What are your 2024 ins and outs? #2024 #newyear #procrastination #studentlife #newyearsresolution,youtube,www.youtube.com/watch?v=i8OZLPtj6IQ,i8OZLPtj6IQ,https://www.youtube.com/watch?v=i8OZLPtj6IQ,Education,1357,1212.0,1263.0,1276.0,1310.0,1343.0,47,1.2991000413894649,1.468899965286254,1.574900031089782,1.644199967384338,1.871700048446655,37.0,41.0,42.0,42.0,46.0,44,3,,,,,,,,,,,https://www.facebook.com/101528127950123?brand_redir=DISABLE,bolddotorg,https://www.tiktok.com/@bolddotorg,,"Lifestyle,Pop music",2024-01-05 21:54,Bold.org ,68900.0,US,Education,mhIuqa5T1OHO6aYLUN-yIQ,8,False,,,,nan,nan,nan,,,nan,nan
800,LESS caffeine = BETTER LONG-TERM performance! 🏃‍♀☕ | #hubermanlab #energy #dopamine #procrastination,youtube,www.youtube.com/watch?v=XEjzfcyWpMk,XEjzfcyWpMk,https://www.youtube.com/watch?v=XEjzfcyWpMk,Entertainment,2498,,2473.0,2492.0,2494.0,2498.0,46,,0.834100008010864,0.8748000264167781,0.9362999796867372,1.000800013542175,,46.0,46.0,46.0,46.0,45,1,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-08 11:30,The Curious Lemon,415.0,HR,General Interest,VMR0FBIcifYFw7thyfPT2g,54,False,,,,nan,nan,nan,,,nan,nan
801,Beat procrastination and write daily as a PhD student : Review of Academic English Now,youtube,www.youtube.com/watch?v=8RsgK2Tg16Q,8RsgK2Tg16Q,https://www.youtube.com/watch?v=8RsgK2Tg16Q,Education,803,431.0,528.0,595.0,803.0,,46,3.145999908447265,2.985899925231933,3.026799917221069,2.878700017929077,,32.0,35.0,38.0,46.0,,43,3,,,,,,,,,,,,,,,Knowledge,2024-03-13 14:00,Academic English Now,70800.0,CR,Science & Tech,hKdxjtlyaS21ZuCdpL9ahA,833,False,,,,nan,nan,nan,,,nan,nan
802,#ai #aiart #metal #ironmaiden - Own your schedule and defeat procrastination!⏰👊📆,youtube,www.youtube.com/watch?v=Z3blKEHsrtA,Z3blKEHsrtA,https://www.youtube.com/watch?v=Z3blKEHsrtA,Entertainment,188,,,,,,46,,,,,,,,,,,46,0,,,,,,,,,,,,,,,"Music,Rock music",2024-02-21 04:56,Guides to Power,4360.0,US,General Interest,16e3H9KuXr_RVu9jiIxVrA,44,False,,,,nan,nan,nan,,,nan,nan
803,Ram Jaladurgam : సోమరితనం పూర్తిగా పోవాలంటే? |  How to overcome procrastination & Laziness | SumanTV,youtube,www.youtube.com/watch?v=CxVHi2ZzedQ,CxVHi2ZzedQ,https://www.youtube.com/watch?v=CxVHi2ZzedQ,Education,1237,950.0,1023.0,1039.0,1124.0,1224.0,46,1.478199958801269,1.503900051116943,1.657799959182739,1.825000047683715,2.009000062942505,33.0,34.0,36.0,40.0,45.0,42,4,,,,,,,,,,,,sumantvmotivation,,,Society,2024-01-28 04:30,SumanTV Motivation,467000.0,IN,"Health, Fitness & Self Help",_OdVag6-c0e33psEEcgfQg,846,False,,,,nan,nan,nan,,,nan,nan
804,The Unfair Advantage Of this 60 Second Procrastination Rule,youtube,www.youtube.com/watch?v=3Mxm_H8AwYw,3Mxm_H8AwYw,https://www.youtube.com/watch?v=3Mxm_H8AwYw,Education,708,46.0,161.0,282.0,666.0,693.0,46,,,,,,4.0,7.0,14.0,45.0,46.0,36,10,,,,,,,,,,,https://www.facebook.com/105228031836792?brand_redir=DISABLE,sambaig98,,,"Health,Knowledge",2023-12-27 16:45,Sam Baig  ,2470.0,US,Business,Ts4ufru6zVtPppeosOWz_A,156,False,,,,nan,nan,nan,,,nan,nan
805,How To Deal With Procrastination And Laziness ? Andrew Tate Motivational Speech,youtube,www.youtube.com/watch?v=CBAGlARNRnw,CBAGlARNRnw,https://www.youtube.com/watch?v=CBAGlARNRnw,Entertainment,1834,562.0,783.0,1186.0,1687.0,1777.0,46,1.4325000047683711,1.277099967002868,1.344200015068054,1.412799954414367,1.376299977302551,19.0,22.0,33.0,46.0,45.0,45,1,,,,,,,,,,,,,,,Knowledge,2023-12-25 11:53,BEAST MOTIVATION,1770.0,US,"Health, Fitness & Self Help",oqzG3tgfJ9RODjRdTsBPTA,330,False,,,,nan,nan,nan,,,nan,nan
806,Procrastination FAIL! When the wife was right about booking excursions😡 #cruiselife #cruise #memer,youtube,www.youtube.com/watch?v=2j8kCmwNeXQ,2j8kCmwNeXQ,https://www.youtube.com/watch?v=2j8kCmwNeXQ,Travel & Events,3166,1799.0,2275.0,2966.0,3133.0,3153.0,46,0.449400007724761,0.5967000126838681,0.709800004959106,0.7529000043869011,0.7972000241279601,19.0,30.0,44.0,46.0,46.0,46,0,,,,,,,,,,,,,,,Entertainment,2024-01-01 01:32,Brad & Chiara’s Adventures in Retirement,1130.0,US,Travel,Fk1AlsDdH9OcXA2inlaDlQ,8,False,,,,nan,nan,nan,,,nan,nan
807,How to Beat Procrastination,youtube,www.youtube.com/watch?v=yGgu9TZZsfU,yGgu9TZZsfU,https://www.youtube.com/watch?v=yGgu9TZZsfU,People & Blogs,1743,,,1743.0,1743.0,1743.0,46,,,1.274899959564209,1.367400050163269,1.434299945831298,,,46.0,46.0,46.0,46,0,,,,,,,,,,,,,,,Entertainment,2023-12-23 09:00,Sparkle Clips,,,,FO37Fer3q5g-1QuFkhVe8Q,35,False,,,,nan,nan,nan,,,nan,nan
808,We sometimes hold staring contests ❤️ #art #painting #drawing #procrastination #canvas #fyp #viral,youtube,www.youtube.com/watch?v=gZFsf2HpKdA,gZFsf2HpKdA,https://www.youtube.com/watch?v=gZFsf2HpKdA,People & Blogs,1472,,,1311.0,1471.0,1472.0,46,,,1.496399998664856,1.6384999752044669,1.707700014114379,,,41.0,47.0,46.0,46,0,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-01-29 22:35,Olona Arts,,,,2W9btp-y2tDXYW5elpA5lg,8,False,,,,nan,nan,nan,,,nan,nan
809,How to Stop Procrastination.,youtube,www.youtube.com/watch?v=4y0WDYAhy7M,4y0WDYAhy7M,https://www.youtube.com/watch?v=4y0WDYAhy7M,People & Blogs,549,,,266.0,407.0,,46,,,,,,,,25.0,36.0,,35,11,,,,,,,,,,,,,,,Lifestyle,2024-02-25 12:00,Steven Unfiltered,,,,oM7CuhN_xmgfEKbNmbCDvA,277,False,,,,nan,nan,nan,,,nan,nan
810,Victor Hugo hack for procrastination 🔥 #shorts #selfimprovement,youtube,www.youtube.com/watch?v=LBC6QPGMc50,LBC6QPGMc50,https://www.youtube.com/watch?v=LBC6QPGMc50,Education,535,,476.0,486.0,527.0,,46,,,,,,,43.0,45.0,45.0,,43,3,,,,,,,,,,,,,,,Entertainment,2024-03-11 14:00,Kam Chaos - ब्रेन सिंक,5710.0,,General Interest,-lU3yqlR38LqJtX30EOufA,50,False,,,,nan,nan,nan,,,nan,nan
811,Procrastination | Short Film 2024,youtube,www.youtube.com/watch?v=MHi9SyTMMNw,MHi9SyTMMNw,https://www.youtube.com/watch?v=MHi9SyTMMNw,Film & Animation,610,,,155.0,169.0,610.0,46,,,,,,,,36.0,36.0,46.0,32,14,,,,,,,,,,,,kemstylebossy,,,"Film,Lifestyle",2024-02-17 20:00,Kemstylebossy,879.0,US,General Interest,RsG1ak4I34sGUzzaJow6YA,139,True,,,,nan,nan,nan,,,nan,nan
812,How to stop procrastinating on your goals 🧠 #procrastination #goalachievement #motivation #hustle,youtube,www.youtube.com/watch?v=5XnChuH2BVk,5XnChuH2BVk,https://www.youtube.com/watch?v=5XnChuH2BVk,People & Blogs,753,556.0,624.0,666.0,,,45,2.362499952316284,2.670900106430053,2.846400022506714,,,31.0,37.0,40.0,,,45,0,,,,,,,,,,,,,,,"Health,Lifestyle",2024-03-15 01:08,Tayla Burrell,7920.0,AU,General Interest,uvd6AzacXSLlCpNySB5OFg,61,False,,,,nan,nan,nan,,,nan,nan
813,OVERCOME LAZINESS & PROCRASTINATION♡| Episode 1,youtube,www.youtube.com/watch?v=gJuan2j9p0M,gJuan2j9p0M,https://www.youtube.com/watch?v=gJuan2j9p0M,People & Blogs,151,,,,,,45,,,,,,,,,,,23,22,,,,,,,,,,,,,,,Lifestyle,2024-02-14 18:01,Swolosophy Podcast w/ Mama Swole,,,,LY4WHHVajtDtSw1OXdATCQ,1096,False,,,,nan,nan,nan,,,nan,nan
814,Conquering Procrastination | CLAT Motivation| How to stay motivated #shorts,youtube,www.youtube.com/watch?v=YcNgPxtwN2E,YcNgPxtwN2E,https://www.youtube.com/watch?v=YcNgPxtwN2E,Education,672,412.0,470.0,488.0,600.0,672.0,45,,,,,,30.0,34.0,34.0,41.0,45.0,45,0,,,,,,,,,,,https://www.facebook.com/835265249834763?brand_redir=DISABLE,vidhigya_institute,,,Lifestyle,2024-02-08 06:16,VIDHIGYA,25900.0,IN,Education,cH4si_ucA7YqqRDJu-Lqhg,59,False,,,,nan,nan,nan,,,nan,nan
815,The 15-Second Rule That Makes Procrastination Impossible - Goldfish version,youtube,www.youtube.com/watch?v=qyvc9S_BBus,qyvc9S_BBus,https://www.youtube.com/watch?v=qyvc9S_BBus,Howto & Style,1128,29.0,977.0,1004.0,1053.0,1128.0,45,4.402100086212158,1.66729998588562,1.810899972915649,1.947999954223632,2.180000066757202,3.0,36.0,38.0,40.0,45.0,31,14,,,,,,,,,,,,,,,,2024-01-15 19:07,Solo Devpreneur,3500.0,BE,General Interest,ch3Embptg7pXkZVssx92SA,26,False,,,,nan,nan,nan,,,nan,nan
816,5 Min Rule will Change your Life | Overcoming the habit of  Procrastination #motivation #success,youtube,www.youtube.com/watch?v=gpmRxfJWsCI,gpmRxfJWsCI,https://www.youtube.com/watch?v=gpmRxfJWsCI,Education,849,625.0,684.0,748.0,788.0,831.0,45,2.6440999507904053,2.791100025177002,2.841700077056884,2.8931000232696533,2.943000078201294,39.0,42.0,44.0,44.0,45.0,39,6,,,,,,,,,,,,,,,Health,2023-12-31 01:16,Unify Study,22700.0,IN,General Interest,9FLH308AD5Im2lWFdDhx1A,117,False,,,,nan,nan,nan,,,nan,nan
817,DEADLINES ARE GOOD - Tim Urban #deadlines #disipline #procrastination,youtube,www.youtube.com/watch?v=9Y2ZjZ72iXo,9Y2ZjZ72iXo,https://www.youtube.com/watch?v=9Y2ZjZ72iXo,Entertainment,2011,,2005.0,2006.0,2004.0,2010.0,45,,1.015599966049194,1.073300004005432,1.1514999866485591,1.223399996757507,,45.0,45.0,45.0,45.0,45,0,,,,,,,,,,,,,,,,2024-01-15 13:23,Motivator Music,,,,5FfGvVCpf6koBFQ7rsTSGw,14,False,,,,nan,nan,nan,,,nan,nan
818,Procrastination Got Me Like…. #debutnovel #writerscommunity #videoshort #procrastination,youtube,www.youtube.com/watch?v=PCA1JBjZkeM,PCA1JBjZkeM,https://www.youtube.com/watch?v=PCA1JBjZkeM,Gaming,1750,588.0,1423.0,1454.0,1747.0,,45,1.447399973869323,1.081099987030029,1.217599987983703,1.320899963378906,,20.0,34.0,37.0,45.0,,45,0,,,,,,,,,,,https://www.facebook.com/105040671795177?brand_redir=DISABLE,lydiscott,,,Lifestyle,2024-01-22 12:34,AniVersity,2400.0,CA,Gaming,filJOb-tIdEwqeZK8Wjocg,9,False,,,,nan,nan,nan,,,nan,nan
819,#ai #aiart #metal #ironmaiden - Crush procrastination and seize your time! 🌟💥⏰,youtube,www.youtube.com/watch?v=2dZJ04e1qpM,2dZJ04e1qpM,https://www.youtube.com/watch?v=2dZJ04e1qpM,Entertainment,545,,,421.0,496.0,,45,,,,,,,,40.0,44.0,,45,0,,,,,,,,,,,,,,,"Music,Rock music",2024-02-21 03:34,Guides to Power,4360.0,US,General Interest,16e3H9KuXr_RVu9jiIxVrA,44,False,,,,nan,nan,nan,,,nan,nan
